Region,NbMoisService,Age,StatutMarital,Adresse,Revenu,education,NbAnneesEmployeur,Retraite,Sexe,TailleFoyer,ServiceNumVert,LocMateriel,ServiceCarteAppel,ServiceSansFil,Internet,AffichageNumAppel,DoubleAppel,TransfertAppel,ConfTel,PaieElectronique,CatClient,Churn
Zone 3,24,30,Non marie(e),0,25,Bac +2/3,5,Non,Homme,2,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,3,26,Marie(e),6,59,Bac +2/3,0,Non,Femme,3,Oui,Oui,Oui,Oui,Aucun,Oui,Non,Oui,Oui,Non,Service Total,Oui
Zone 1,4,30,Non marie(e),1,45,Bac +2/3,6,Non,Homme,3,Non,Oui,Oui,Non,Dial-up,Oui,Non,Oui,Oui,Oui,Service Total,Oui
Zone 1,72,40,Marie(e),19,163,Bac +2/3,15,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Oui,Service electronique,Non
Zone 1,44,56,Non marie(e),4,63,Niveau Bac,6,Non,Femme,1,Oui,Non,Non,Non,Aucun,Oui,Oui,Non,Non,Non,Service plus,Oui
Zone 1,50,43,Non marie(e),6,27,Bac +2,4,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,61,50,Marie(e),16,190,Niveau Bac,22,Non,Femme,2,Non,Oui,Oui,Oui,Dial-up,Non,Non,Oui,Non,Oui,Service electronique,Non
Zone 1,34,52,Marie(e),2,106,Niveau Bac,19,Non,Homme,2,Oui,Non,Oui,Non,Dial-up,Oui,Non,Oui,Oui,Non,Service plus,Non
Zone 3,26,54,Marie(e),30,26,Bac +2,1,Non,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,15,46,Marie(e),17,63,Bac +4/5,1,Non,Homme,2,Oui,Oui,Non,Oui,Dial-up,Oui,Non,Oui,Oui,Oui,Service Total,Oui
Zone 3,10,39,Non marie(e),0,27,Bac +2,0,Non,Femme,3,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 1,7,34,Non marie(e),2,22,Bac +4/5,5,Non,Femme,1,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,67,59,Non marie(e),40,944,Bac +4/5,33,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,70,49,Non marie(e),18,87,Niveau Bac,22,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,50,36,Marie(e),7,39,Bac +2,3,Non,Femme,3,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
